Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,Gender,Educ,AFQT,Income2005,FamilyIncome78,Race
2410,0,1,1,12,9,female,14,41.414,13000,17661,3
2412,1,1,1,10,12,female,12,35.114,15000,27000,3
2413,1,1,1,16,12,male,12,14.248,40000,38700,3
2415,1,1,1,12,15,male,14,87.508,55000,16064,3
2417,1,1,0,12,12,male,13,23.088,42500,15308,3
2418,1,1,0,12,12,female,12,34.796,35000,3000,3
2419,0,0,1,13,8,male,10,24.569,55000,9000,3
2420,0,0,1,13,8,female,12,32.849,7500,9000,3
2425,1,1,0,12,4,male,12,7.627,35000,21000,3
2426,0,0,0,12,4,female,13,32.946,8200,21000,3
2427,1,0,0,12,4,male,12,47.464,75000,21000,3
2434,1,1,1,12,12,female,12,62.347,20000,15000,3
2435,1,1,1,12,12,female,12,89.248,35000,23000,3
2436,1,1,1,12,16,female,12,44.875,78000,38000,3
2437,1,1,1,12,16,female,14,79.569,125000,38000,3
2438,1,1,1,12,16,male,17,88.511,90000,38000,3
2439,1,1,0,12,16,male,12,68.273,32000,38000,3
2442,1,1,1,13,7,female,18,45.63,79000,12000,3
2443,0,1,1,11,11,male,14,56.491,36000,19000,3
2444,0,1,1,11,8,female,16,55.573,50000,19000,3
2447,1,1,1,12,12,female,13,48.144,37770,7198,3
2450,0,1,1,12,8,female,12,39.399,14750,9204,3
2451,0,1,0,12,12,male,12,57.518,23100,11100,3
2459,0,1,1,12,8,female,12,26.828,4560,12652,3
2460,0,0,1,12,6,male,12,38.338,10875,12652,3
2461,0,1,1,12,12,female,17,62.172,61000,20000,3
2464,1,1,1,15,13,male,13,84.734,185950,25000,3
2466,0,1,1,12,12,male,10,19.489,22000,13000,3
2470,1,1,1,13,10,male,12,67.455,46500,14000,3
2471,1,1,1,12,9,female,12,38.305,20000,14000,3
2473,1,1,1,12,12,female,12,97.301,42000,11300,3
2474,0,1,1,10,12,female,14,84.254,10574,15160,3
2475,1,1,1,10,12,male,12,74.784,56000,25000,3
2477,0,1,1,18,19,male,15,75.661,33000,7500,3
2478,1,1,1,11,12,female,12,37.129,20376,21000,3
2485,0,0,0,11,8,female,11,25.739,18000,9600,3
2489,0,1,1,12,12,male,13,57.85,30000,27000,3
2494,1,1,1,14,16,male,16,79.94,72000,1290,3
2523,1,1,1,12,13,female,14,90.558,48000,9604,3
2526,1,1,0,12,11,male,17,58.333,80000,12700,3
2527,1,1,0,12,12,male,12,9.203,60000,17100,3
2528,1,1,0,9,12,female,12,13.091,6000,17000,3
2529,1,1,0,9,12,female,12,28.439,5000,17000,3
2530,1,1,0,9,12,female,12,18.716,27000,17100,3
2537,1,1,0,12,12,male,12,35.987,13100,44638,3
2539,1,1,0,12,12,male,12,29.224,38000,7080,3
2540,1,1,0,12,12,male,12,30.17,25000,44638,3
2541,0,1,1,12,9,male,12,98.399,70000,13500,3
2542,1,1,1,12,9,female,13,62.877,12800,13500,3
2544,1,1,1,12,11,female,16,38.63,98000,20000,3
2545,1,1,0,8,8,male,16,75.455,103000,24000,3
2547,1,0,0,12,8,male,12,42.818,52000,10000,2
2549,1,1,0,12,18,female,18,92.726,38000,22000,3
2550,1,1,0,12,18,male,16,65.344,36660,22000,3
2551,1,1,0,12,18,female,16,99.523,39500,20000,3
2552,1,1,0,12,18,female,16,86.171,33500,20000,3
2553,1,1,1,12,9,male,12,72.096,39800,10248,3
2556,1,1,1,12,12,female,12,70.61,19000,25000,3
2557,1,1,1,12,12,male,16,93.207,96000,25000,3
2558,0,1,0,12,12,female,19,74.219,61000,11200,1
2559,1,0,1,12,14,female,14,71.891,49000,4616,3
2564,1,1,1,12,12,female,12,30.568,16000,20000,3
2565,1,1,1,12,12,female,16,97.161,44000,25000,3
2566,1,1,0,12,12,female,14,74.666,32000,5500,3
2568,1,1,1,12,9,male,14,76.751,25000,9084,3
2569,1,1,1,14,12,female,18,88.401,24000,9084,3
2570,1,0,1,12,12,female,16,75.897,15300,21237,3
2572,1,1,1,12,12,male,16,66.774,70500,26000,3
2574,0,0,0,8,8,male,12,37.594,32000,4500,3
2578,0,0,0,12,12,male,12,7.222,22000,6000,3
2579,1,1,1,12,12,male,12,98.327,26350,8269,3
2582,1,1,0,8,2,male,12,20.223,34000,13800,3
2584,1,1,0,8,2,male,12,10.007,44000,13800,3
2585,0,1,0,10,8,female,13,51.366,56000,7000,3
2587,1,0,0,8,6,male,7,6.212,25500,9000,3
2588,1,1,1,14,8,female,18,97.318,70000,8000,3
2589,1,1,1,14,8,male,20,94.663,125000,8000,3
2590,1,1,0,12,12,female,16,87.121,60000,34000,3
2591,1,1,0,12,12,female,12,66.724,34000,34000,3
2592,1,1,0,12,12,female,12,43.541,22800,34000,3
2594,1,1,0,8,7,male,12,34.866,62000,13000,3
2602,1,0,0,9,8,male,13,73.986,37000,12000,3
2603,1,1,0,12,12,female,19,86.396,41000,16000,3
2606,1,1,0,12,12,female,16,78.782,51000,6000,3
2607,1,1,1,12,12,female,16,90.608,35000,15000,3
2610,1,1,0,12,10,male,12,81.963,25000,20000,3
2613,1,1,0,10,12,male,13,75.03,40000,7200,3
2614,1,1,0,9,12,male,12,23.741,50000,15000,3
2615,1,1,0,9,12,female,12,76.118,17000,15000,3
2616,1,1,1,12,10,male,14,56.648,95000,12000,3
2620,1,1,1,11,12,male,14,67.777,59500,21000,3
2622,0,0,1,12,12,female,20,93.856,33000,40000,3
2626,1,1,0,12,12,female,20,63.94,38000,9000,3
2628,1,1,1,12,15,female,18,77.623,8000,27100,3
2629,1,1,0,12,13,female,12,58.878,39264,31056,3
2630,1,1,0,12,12,male,17,74.682,70000,8600,3
2633,1,1,1,12,13,male,16,99.581,92000,12000,3
2636,0,1,0,12,12,female,18,58.714,40500,6000,3
2637,1,1,1,12,12,male,16,91.219,48000,12500,3
2642,1,1,1,16,18,male,18,94.6,68000,21000,3
2646,1,1,1,6,10,female,18,74.779,90000,31000,1
2647,0,1,0,6,6,male,14,47.616,220904,8000,1
2649,0,1,1,4,14,male,18,98.587,37000,7220,1
2650,0,1,1,4,14,male,12,57.532,15000,7220,1
2651,0,0,0,4,14,female,12,44.873,3983,7220,1
2652,0,0,0,4,14,female,12,53.648,31658,7220,1
2653,0,0,0,3,0,male,6,4.107,20000,23500,1
2654,0,0,0,6,0,female,12,17.893,20000,3000,1
2655,0,0,0,6,0,female,10,7.355,5300,3000,1
2658,0,0,0,5,5,male,12,4.014,8000,6336,1
2659,1,0,0,5,2,female,12,13.369,2000,6336,1
2661,0,0,0,6,8,male,9,7.37,18674,7600,1
2665,1,0,1,8,2,male,12,21.392,24000,3000,1
2666,0,0,1,8,5,male,9,1.722,13700,3000,1
2669,0,0,1,6,6,female,12,8.169,5000,14366,1
2670,0,1,1,7,7,female,12,30.126,23500,14366,1
2672,0,1,1,11,11,female,12,13.722,11000,10620,1
2675,0,0,0,3,2,female,7,16.569,17000,3869,1
2676,0,0,0,6,4,male,10,2.64,27000,24,1
2677,1,0,0,0,2,female,13,30.421,22000,2000,1
2679,0,0,0,4,3,female,12,50.68,3890,5631,1
2682,0,0,0,3,5,male,12,5.464,12000,300,1
2683,0,0,0,3,5,female,11,1.949,30000,300,1
2684,1,1,1,12,14,male,20,78.514,40000,18775,3
2685,1,0,1,15,15,male,17,87.232,58000,17200,3
2688,0,1,0,6,5,male,14,74.478,32000,14000,1
2689,0,1,0,12,6,female,12,38.206,30000,13284,3
2690,0,0,0,5,4,female,12,34.223,28000,3500,1
2694,1,1,1,6,6,male,15,57.714,25000,14000,1
2695,0,1,1,7,12,female,20,63.262,80000,6000,1
2696,1,1,1,7,12,male,14,47.892,46000,6000,1
2698,0,0,0,3,0,female,6,2.09,6000,4000,1
2699,0,0,0,3,0,female,12,7.961,8000,4000,1
2701,0,0,1,5,6,female,16,25.652,88000,2500,1
2702,1,0,1,5,0,male,16,73.187,91500,5300,1
2703,0,1,1,5,6,male,16,56.056,125000,2500,1
2705,0,0,0,3,5,female,9,1.93,14000,3000,1
2706,0,0,0,0,0,female,12,22.776,36500,8000,1
2707,0,0,0,0,0,male,12,12.32,24000,8000,1
2708,0,0,0,6,2,male,12,13.404,25000,6720,1
2709,0,0,0,5,2,female,12,34.134,16257,6720,1
2710,0,0,1,4,2,female,12,6.748,26000,6720,1
2711,1,1,0,11,5,male,12,31.136,30620,20000,3
2714,1,0,0,12,14,male,16,90.519,45000,30000,3
2716,0,1,0,5,12,male,9,10.747,35000,10628,2
2723,1,1,1,14,10,female,16,34.081,62000,16000,3
2724,1,1,1,12,16,male,18,79.723,167252,22000,3
2725,1,1,1,12,10,male,14,92.116,26000,26000,3
2727,0,1,0,7,7,female,14,67.905,30500,10500,3
2728,1,1,0,9,7,male,10,59.815,50000,13233,3
2729,1,1,1,11,11,female,12,52.886,7000,8500,3
2730,1,0,1,8,8,female,16,19.73,10000,10580,3
2732,0,1,0,5,5,male,12,55.89,33955,12000,3
2736,1,1,1,11,10,female,14,62.998,27000,7200,3
2744,1,1,0,12,11,female,14,37.729,4000,32000,3
2745,0,1,0,11,12,male,12,52.01,28000,32000,3
2746,0,0,0,10,3,female,13,31.161,30000,14208,3
2747,0,1,0,11,5,male,9,13.768,9984,14000,3
2748,0,0,0,7,11,female,12,8.081,25000,13000,3
2760,1,1,0,12,12,male,12,51.839,26000,7126,3
2765,0,1,0,12,12,male,14,46.116,72000,23000,3
2767,1,0,0,9,10,male,14,8.889,33000,7000,3
2770,1,1,0,12,16,female,16,62.129,57000,9000,2
2771,1,1,0,12,16,female,16,30.365,10000,9000,2
2772,1,1,0,12,16,male,12,16.598,21000,17000,2
2773,0,0,0,11,5,male,14,31.63,34000,17000,2
2774,1,1,0,4,7,male,14,68.644,60000,23000,3
2775,1,1,0,5,8,female,12,76.999,19500,25000,3
2780,0,1,0,9,10,male,12,10.37,32000,1800,3
2781,1,0,0,8,5,female,12,56.208,18000,1600,3
2797,0,1,1,9,3,male,12,4.598,50000,5212,2
2800,1,1,1,12,12,male,18,98.512,35000,39411,3
2803,1,0,0,12,12,male,13,18.985,58000,13000,2
2804,1,0,0,12,12,female,16,32.049,52000,13000,2
2809,1,1,1,9,12,female,17,86.026,15000,22000,3
2810,0,1,1,9,12,female,12,49.671,8000,22000,3
2811,1,1,1,10,12,male,12,24.308,25000,22000,3
2813,1,1,0,12,12,male,16,86.52,75000,17000,3
2815,1,0,0,12,12,male,13,53.908,35000,18000,3
2816,0,0,0,7,12,male,12,13.683,82000,18000,3
2823,0,1,1,10,10,female,17,62.369,50000,15000,3
2829,1,0,0,1,4,female,12,4.517,32000,8178,3
2830,1,1,1,9,12,male,12,72.247,19000,11200,3
2832,1,1,1,14,8,male,12,47.307,48000,16500,3
2838,1,1,1,12,8,male,16,95.237,69500,15000,3
2839,1,1,1,12,10,male,13,73.761,71000,23000,3
2840,1,1,1,12,11,female,18,95.131,88000,23000,3
2841,1,1,1,12,14,female,14,96.898,50000,35000,3
2842,1,1,1,16,13,male,14,87.04,94000,18000,3
2845,1,1,1,17,20,male,20,100,70000,12000,3
2847,1,1,1,17,20,female,19,99.445,48000,12000,3
2848,1,1,1,18,20,female,16,97.137,19285,30000,3
2851,1,1,1,16,20,male,18,96.763,357310,45000,3
2852,0,1,0,12,12,male,12,33.73,33000,35000,3
2856,1,1,1,12,14,female,14,56.854,16000,60000,3
2858,1,1,1,12,13,male,12,84.767,56000,40000,3
2861,1,1,1,14,15,male,17,97.983,124000,20000,3
2863,1,1,1,12,12,female,12,41.306,40000,6000,3
2864,1,1,1,10,10,female,12,32.795,22000,12000,3
2866,1,1,1,11,12,male,13,57.774,120000,12000,3
2867,1,1,1,10,10,female,11,27.951,10000,12000,3
2868,1,1,1,15,16,male,16,56.211,74000,30000,3
2870,1,1,1,15,16,male,18,74.671,126000,30000,3
2871,1,1,1,15,16,male,18,56.887,80000,30000,3
2877,1,1,1,12,17,female,14,84.187,45000,19320,3
2894,1,1,0,16,17,female,16,94.588,166924,50000,3
2895,1,1,1,16,18,male,16,81.941,194031,50000,3
2896,1,1,1,16,17,male,18,85.579,162733,50000,3
2899,1,1,1,16,16,female,16,62.044,30000,40000,3
2900,1,1,1,16,20,female,18,98.481,500,75001,3
2902,1,1,1,16,16,female,20,98.731,33000,60000,3
2906,1,1,0,16,17,male,19,84.155,85000,53000,3
2910,1,1,1,14,16,female,18,93.168,35000,75001,3
2911,0,1,1,10,12,female,12,4.106,2000,4000,1
2912,1,0,1,10,12,male,12,36.386,15000,4000,1
2913,0,0,0,10,12,male,13,12.978,42000,4000,1
2920,0,1,0,12,12,male,12,52.232,75000,75001,3
2921,0,0,1,12,14,male,12,39.227,60000,20000,3
2928,1,1,1,12,16,female,16,96.193,10088,13000,3
2929,1,1,1,12,12,female,18,84.197,46000,12000,3
2930,1,1,1,12,11,female,16,70.097,32000,12500,3
2936,1,1,1,15,11,female,18,70.882,40000,34000,3
2939,1,1,1,18,20,male,15,98.472,65000,60000,3
2941,1,1,1,14,16,male,20,92.533,180621,75001,3
2942,0,1,1,12,12,female,13,18.324,10372,7000,2
2944,1,1,1,16,10,male,12,64.365,32000,20000,2
2946,1,1,1,12,12,female,16,85.937,62000,32000,3
2948,0,1,1,15,19,female,16,79.666,12500,33800,3
2949,1,1,1,15,18,female,16,52.547,20000,33800,3
2950,0,1,1,15,19,male,16,81.036,93000,33500,3
2952,1,1,1,12,11,female,14,54.754,35000,10000,3
2953,0,1,1,7,12,male,10,33.606,85000,5215,3
2957,1,1,1,15,15,male,20,80.16,35000,35000,3
2959,1,1,1,14,18,female,20,77.435,110000,35000,3
2961,0,1,1,12,16,female,19,78.001,68000,30000,3
2962,1,1,1,12,16,male,16,59.686,140000,30000,3
2971,0,0,1,11,11,male,9,2.081,2100,9500,1
2974,1,1,0,12,12,male,12,31.213,89000,16500,3
2975,1,1,1,12,12,male,14,95.172,42000,10000,3
2976,1,1,1,12,14,male,12,68.2,53000,21200,3
2977,1,1,1,12,12,male,12,40.065,40000,16000,3
2978,0,1,0,10,7,female,12,36.622,9000,14500,3
2980,0,1,1,16,12,male,20,98.312,170,47000,3
2981,1,1,1,12,12,male,13,53,18300,32000,3
2984,1,1,1,13,18,male,16,96.417,359118,60000,3
2985,1,1,1,13,18,male,16,90.461,100000,60000,3
2988,1,1,1,12,12,male,16,78.044,100000,50000,3
2990,0,1,1,9,12,female,12,74.992,5000,22000,3
2991,1,1,1,16,12,female,16,60.487,45000,50000,3
2994,1,1,1,15,10,male,12,64.927,97200,16000,3
2995,1,1,1,8,12,female,12,28.057,24000,30000,3
2996,1,1,1,12,12,male,14,68.855,60000,35000,3
2997,1,1,1,11,11,male,12,56.956,74000,49000,3
2998,1,1,1,11,9,male,12,65.906,42000,49000,3
3016,1,1,1,12,12,male,16,79.756,85000,16000,3
3019,1,1,1,12,12,male,18,63.843,85000,42000,3
3020,1,1,1,12,12,female,12,47.078,10800,42000,3
3023,1,1,1,12,12,female,12,35.837,30000,30000,3
3024,0,0,1,8,8,male,13,27.309,85000,28000,3
3025,1,1,1,16,14,female,14,94.201,1500,40000,3
3030,0,0,0,12,6,male,11,9.639,28500,6500,2
3033,0,0,1,15,12,male,18,75.947,150000,10500,2
3035,0,1,1,11,12,female,12,71.321,30000,25000,3
3036,0,1,1,12,6,female,12,84.533,52000,26600,3
3037,1,1,1,12,15,male,12,72.993,72000,36600,3
3039,0,1,1,11,11,male,12,71.201,65000,23000,3
3041,1,1,1,12,8,female,13,92.464,12000,5065,3
3046,0,1,1,8,12,female,12,13.119,30000,6500,2
3047,1,1,1,9,16,female,13,35.153,7200,6511,3
3050,0,0,1,11,8,male,8,3.838,60000,6313,3
3051,1,1,1,12,12,female,12,42.04,17000,6313,3
3054,1,1,1,10,12,female,12,29.399,15000,25000,3
3055,1,1,0,12,8,male,12,18.999,30000,25000,3
3057,1,1,1,12,9,female,12,19.496,18000,5000,3
3058,1,1,1,11,16,female,14,49.827,77000,20000,3
3062,1,1,1,16,16,male,16,82.256,282588,25000,3
3065,0,0,0,11,12,female,12,10.181,25000,4000,2
3077,1,1,1,12,12,male,12,16.973,70000,12000,2
3079,1,1,1,11,11,female,12,55.687,30000,10600,3
3081,0,1,0,11,11,female,12,63.437,37000,10600,3
3082,0,1,1,11,11,male,12,58.906,25000,10600,3
3084,1,1,0,11,12,male,16,89.903,183223,27000,3
3085,1,1,0,12,16,female,16,87.496,25000,35000,3
3089,1,1,1,12,10,male,15,93.403,13000,25000,3
3090,1,1,0,12,10,female,12,73.371,31600,23000,3
3091,1,1,0,10,12,female,14,39.958,41000,20000,3
3094,0,0,0,8,11,female,12,14.147,2200,10000,3
3095,0,1,0,12,12,female,12,42.733,18000,12000,3
3100,1,1,1,12,12,male,12,27.065,50000,32300,3
3107,0,0,1,12,12,female,15,65.348,22000,10000,3
3109,1,1,1,12,16,female,18,98.588,58000,20000,3
3111,0,1,1,12,12,female,18,80.097,43000,37000,3
3112,1,1,1,12,12,female,18,44.232,105000,37000,3
3113,1,1,0,10,12,female,12,40.008,40000,11500,3
3117,1,1,1,16,20,female,14,64.261,87000,9304,3
3118,1,1,0,13,14,female,12,35.994,28000,24000,3
3120,1,1,0,11,12,female,13,34.968,1200,20000,3
3127,0,1,1,12,12,male,12,16.094,22000,19000,3
3134,1,1,1,12,12,female,12,21.288,6000,15000,3
3137,1,1,1,12,12,male,18,85.855,120000,24000,3
3138,0,1,1,12,12,male,12,37.729,50000,6000,3
3140,1,1,1,12,12,male,13,52.478,73000,33000,3
3141,1,1,1,12,14,male,16,94.082,80000,25000,3
3142,1,1,1,16,20,male,18,100,106000,30000,3
3143,0,1,1,12,12,female,16,50.223,53000,12000,3
3145,1,1,1,14,12,female,16,80.71,5000,24000,3
3146,1,1,1,12,12,female,17,74.184,62000,20000,3
3150,0,1,1,12,12,female,16,85.289,138000,20000,3
3151,1,1,1,8,12,female,12,39.186,47000,20000,3
3153,1,1,1,12,13,female,16,79.758,151083,54100,3
3154,1,1,1,18,18,female,16,87.711,10000,30000,3
3157,1,1,1,16,17,female,16,56.562,60000,27000,3
3159,1,0,1,14,20,male,16,69.35,40000,14500,3
3161,0,1,0,14,20,male,15,49.448,30000,14500,3
3163,1,1,1,9,11,female,12,35.413,34000,30000,3
3168,1,1,1,14,16,male,19,90.399,115000,40000,3
3170,1,1,1,16,16,male,19,98.699,268323,50000,3
3171,1,1,1,16,20,male,18,96.789,152840,75000,3
3173,1,1,1,16,20,male,20,96.915,125000,75001,3
3177,0,1,1,11,12,male,12,15.835,55000,28300,2
3192,1,1,1,8,12,male,12,31.785,28000,5000,2
3194,1,1,0,12,11,male,12,25.518,40000,22000,3
3195,0,1,1,12,12,male,12,59.617,48000,22000,3
3196,1,1,1,12,12,male,12,66.428,72000,33000,3
3197,1,1,1,12,12,female,12,43.955,31500,33000,3
3198,0,1,1,12,12,female,19,69.661,53600,33000,3
3199,1,1,1,10,10,female,12,16.749,29500,24000,3
3201,1,1,1,10,8,female,14,88.518,32000,15000,3
3205,1,1,1,16,12,female,16,83.732,90000,25000,3
3208,0,1,1,11,12,male,16,92.189,135000,20000,3
3215,1,1,1,12,16,male,12,68.957,40000,27477,3
3218,1,1,1,12,16,female,13,50.82,6000,25000,3
3219,1,1,1,12,16,male,14,60.974,72000,25000,3
3221,1,1,1,12,16,female,12,87.803,67000,25000,3
3224,1,1,0,15,16,male,18,77.251,130000,35000,3
3225,0,1,1,12,14,female,14,81.344,6700,20000,3
3230,0,1,1,9,12,male,10,8.961,80000,20000,3
3231,1,1,1,12,12,female,14,61.426,41600,28000,3
3232,0,1,0,12,8,male,14,45.018,27000,27500,3
3234,0,1,0,12,8,female,15,64.311,30000,27500,3
3235,0,1,0,12,10,male,12,74.936,26000,27500,3
3236,1,1,1,9,12,female,12,69.055,3000,3000,3
3237,1,1,1,10,10,female,13,45.032,42000,15000,3
3238,1,1,1,12,16,female,19,85.024,28000,33000,2
3239,1,1,1,12,12,male,17,63.447,30000,33000,2
3240,0,1,0,12,12,male,19,96.819,46000,27000,3
3242,1,1,1,12,14,female,12,55.896,9000,14000,3
3243,1,1,1,14,15,female,16,58.532,50000,25000,3
3244,1,1,1,14,12,female,18,82.18,24000,25000,3
3246,1,1,0,12,8,male,12,38.573,49400,16000,3
3249,1,1,0,12,17,female,14,56.14,25000,23000,3
3250,1,1,1,12,11,female,14,99.453,12000,24500,3
3252,0,0,1,12,12,female,12,28.527,29000,8500,3
3254,0,0,1,12,12,female,12,67.565,26800,8500,3
3256,1,1,1,17,17,male,20,97.873,80000,75001,3
3257,1,1,1,17,17,male,18,98.634,75000,20000,3
3263,0,0,1,12,11,male,16,96.452,89000,16000,3
3266,1,1,1,12,12,female,16,44.505,250,25000,1
3267,1,1,1,12,12,male,12,78.896,23000,25000,1
3269,1,1,1,9,12,female,14,47.051,17000,6468,1
3273,0,0,1,8,12,female,12,10.456,24000,5508,1
3277,0,1,0,12,12,male,12,84.126,60000,25000,3
3278,1,1,1,12,12,female,19,60.446,147,6000,3
3281,1,0,0,5,14,male,13,55.405,37000,32000,1
3282,0,0,1,2,16,male,13,33.772,52000,14500,1
3284,1,0,1,8,8,male,15,50.333,113000,19000,3
3285,1,0,1,16,10,female,12,14.453,30000,20000,1
3287,0,1,0,10,10,female,13,39.989,1800,12500,3
3289,0,0,1,12,12,male,16,94.381,140000,27000,3
3290,1,1,1,12,12,male,20,93.795,150000,27000,3
3303,1,1,1,14,16,female,16,94.269,18000,11464,3
3307,1,1,1,14,15,male,15,21.33,20000,36000,2
3308,1,1,1,14,15,female,14,20.264,20000,34500,2
3309,1,1,1,12,15,female,17,92.951,54000,30000,2
3310,1,1,0,12,12,male,12,27.814,32000,5770,2
3311,0,1,1,12,11,male,11,18.024,25000,14000,2
3312,1,1,1,13,12,female,15,6.887,24000,13500,2
3319,0,1,1,9,6,male,10,15.354,6000,10060,3
3321,0,0,1,9,6,female,10,12.579,21000,10060,3
3324,1,1,1,12,13,male,12,30.357,96000,13000,2
3325,0,0,0,11,6,female,12,4.022,300,2700,2
3329,1,1,1,5,12,male,12,70.007,45000,24000,3
3330,1,1,1,5,12,male,13,21.713,145000,22000,3
3331,0,1,0,8,7,male,13,18.388,32000,12000,3
3337,1,1,1,12,8,female,18,89.081,89000,40000,3
3338,1,1,1,12,12,female,16,89.463,2000,20000,3
3341,0,1,1,11,12,female,18,38.607,39000,18000,3
3343,1,1,1,10,10,female,10,24.527,19968,15000,3
3346,1,1,1,12,12,male,12,19.847,58000,21000,3
3347,0,1,0,12,12,female,12,35.431,40000,32000,3
3350,0,1,1,12,12,female,14,59.694,10000,32000,3
3352,1,1,1,12,12,female,16,76.359,1200,25000,3
3353,1,1,1,13,14,male,12,16.881,44000,26000,3
3354,0,1,1,13,14,male,14,32.157,10000,26000,3
3355,1,1,1,11,14,female,14,62.443,50000,7500,3
3356,1,1,0,12,12,male,14,43.776,2000,1300,3
3357,1,1,1,12,18,male,18,63.141,150490,30000,3
3359,1,1,1,12,18,male,15,72.763,45000,30000,3
3360,1,1,1,12,15,female,16,67.272,32000,25000,3
3361,0,1,1,12,16,male,20,75.092,703637,25000,3
3374,0,1,0,12,11,male,12,51.063,68000,25000,3
3375,1,1,1,12,12,male,14,48.318,50000,50000,3
3376,1,1,0,12,12,male,18,74.979,73000,50000,3
3378,1,1,0,12,12,female,16,58.958,8220,25000,3
3379,1,1,0,12,12,male,18,81.031,99000,25000,3
3380,1,1,0,12,12,male,14,90.763,900,50000,3
3381,1,1,0,12,12,male,12,79.141,125000,50000,3
3387,1,1,1,18,20,female,16,65.907,45000,28000,2
3389,0,1,0,12,19,male,12,72.59,60000,15000,3
3390,1,1,1,17,17,male,20,80.348,80000,50000,2
3391,1,1,1,16,18,male,17,100,30824,30000,2
3392,1,1,1,14,12,male,13,33.465,45000,26000,2
3393,1,1,1,17,16,female,17,27.639,25000,40000,2
3394,1,1,1,14,14,male,19,65.826,85000,35000,2
3397,1,1,1,12,12,female,12,48.483,13000,25000,3
3401,0,1,0,12,12,male,13,35.316,32000,33000,3
3403,1,1,1,8,12,male,12,52.847,120000,5000,3
3405,1,1,0,12,12,male,13,95.206,43500,19000,3
3406,1,1,1,12,16,female,17,87.896,38500,35000,3
3410,1,1,1,12,12,male,16,73.196,65000,40000,3
3413,0,1,1,12,10,female,12,73.678,36000,27500,3
3417,1,0,1,12,12,male,12,41.461,8000,15000,3
3418,1,1,1,13,12,female,12,46.63,46000,15000,3
3420,1,1,1,16,14,male,14,76.206,72000,40000,3
3421,1,1,1,16,16,female,13,77.549,105000,35000,3
3422,1,0,1,16,12,female,18,75.246,2000,35000,3
3423,1,1,1,13,12,female,16,89.754,27000,25000,3
3424,1,1,1,13,12,female,14,86.745,33000,4000,3
3425,1,1,1,13,12,male,13,79.069,77000,4000,3
3429,1,1,1,16,16,female,16,84.702,200,6100,3
3431,1,1,1,16,16,male,17,100,171428,50000,3
3432,1,1,1,14,16,female,13,92.486,24626,30000,3
3433,1,1,1,14,17,female,16,68.906,4000,60000,3
3436,0,0,0,5,2,female,8,0,8000,10000,1
3438,0,0,0,8,2,female,7,0,14000,1000,1
3440,0,0,0,6,6,male,11,12.346,61000,4000,3
3444,1,1,1,10,8,female,12,25.156,19200,9300,3
3452,0,1,1,12,12,female,12,44.827,20000,24000,3
3455,1,1,1,14,12,male,12,63.061,61200,25000,3
3456,1,1,1,14,12,female,12,39.194,10000,25000,3
3457,1,1,1,14,12,female,14,14.135,26000,25000,3
3458,1,1,1,14,12,female,14,25.83,28000,25000,3
3463,1,1,1,16,13,male,16,63.241,57000,24000,3
3464,1,1,1,12,16,male,16,96.279,96000,20000,3
3465,1,1,1,12,16,female,12,82.154,35000,20000,3
3466,1,1,1,12,16,male,16,88.224,60000,20000,3
3467,1,1,1,12,12,female,12,43.428,17000,40000,3
3468,1,1,1,12,12,male,15,94.705,72000,60000,3
3471,0,1,1,12,12,male,12,18.838,40000,17000,3
3475,0,1,1,14,12,female,12,18.263,26000,2000,3
3477,1,1,1,12,13,female,14,63.21,18520,17000,3
3479,0,1,1,12,12,male,12,39.476,80000,34000,3
3481,1,1,1,12,20,female,14,65.371,47000,15500,3
3482,0,1,0,3,1,male,13,14.447,65000,17000,3
3487,1,1,1,12,12,female,12,34.632,39000,28000,3
3491,1,1,0,11,10,female,12,21.083,13000,30000,3
3492,0,1,0,12,8,male,12,66.416,47000,9713,3
3493,1,1,1,10,10,male,12,56.788,40000,15800,3
3494,0,0,1,12,12,male,13,51.167,87000,33040,3
3495,1,1,1,9,10,male,12,36.121,80000,16000,3
3496,0,1,1,11,5,female,14,63.829,24600,22000,3
3497,1,1,0,11,8,male,15,91.675,77000,26000,3
3502,0,1,1,6,10,female,12,43.096,41000,23904,1
3503,1,1,0,12,12,male,12,56.814,88000,17000,3
3505,0,1,0,12,12,female,14,56.313,67000,34000,3
3506,1,1,0,14,12,female,16,79.063,18000,34000,3
3508,1,1,1,12,12,female,12,21.706,18000,20000,3
3511,1,0,1,8,12,female,12,81.893,16000,20000,3
3513,0,1,1,9,12,male,12,18.312,27000,23000,3
3514,1,1,0,12,11,female,12,74.184,24000,62000,3
3515,1,1,1,16,18,male,18,99.396,97000,3526,3
3521,0,1,0,12,12,male,14,40.802,44000,29800,3
3522,0,1,0,11,12,female,12,13.607,500,17000,3
3524,1,1,1,11,12,female,13,27.02,52000,10000,3
3527,0,1,0,12,10,female,12,58.406,3800,39000,3
3530,1,1,0,14,16,male,16,95.493,62000,34000,3
3531,1,1,1,12,16,female,13,65.807,11000,50000,3
3533,1,1,0,12,12,male,14,85.393,135000,17178,3
3535,1,1,0,16,17,female,19,92.404,82376,48000,1
3537,1,1,1,12,14,female,12,38.672,26000,25000,3
3538,1,1,1,12,12,male,12,67.319,33900,23000,2
